AOA,Lift_Augmentation_Percentage
-15,14.7801062043499
-14.954954954955,14.7672429998635
-14.9099099099099,14.7543756996238
-14.8648648648649,14.7414981512283
-14.8198198198198,14.7286023943368
-14.7747747747748,14.7156793683479
-14.7297297297297,14.7027194818969
-14.6846846846847,14.6897130582763
-14.6396396396396,14.6766506718176
-14.5945945945946,14.6635233904384
-14.5495495495495,14.650322939127
-14.5045045045045,14.6370417982884
-14.4594594594595,14.6236732497285
-14.4144144144144,14.6102113817439
-14.3693693693694,14.5966510633781
-14.3243243243243,14.5829878964994
-14.2792792792793,14.5692181529807
-14.2342342342342,14.5553387029777
-14.1891891891892,14.5413469391142
-14.1441441441441,14.5272407003297
-14.0990990990991,14.513018198211
-14.0540540540541,14.4986779478348
-14.009009009009,14.4842187044759
-13.963963963964,14.4696394069841
-13.9189189189189,14.4549391281914
-13.8738738738739,14.4401170323664
-13.8288288288288,14.4251723394738
-13.7837837837838,14.4101042958131
-13.7387387387387,14.3949121504847
-13.6936936936937,14.3795951370635
-13.6486486486486,14.364152459823
-13.6036036036036,14.3485832838565
-13.5585585585586,14.3328867284647
-13.5135135135135,14.3170618632165
-13.4684684684685,14.3011077061461
-13.4234234234234,14.2850232236033
-13.3783783783784,14.2688073313366
-13.3333333333333,14.2524588964499
-13.2882882882883,14.2359767399305
-13.2432432432432,14.2193596395032
-13.1981981981982,14.2026063326115
-13.1531531531532,14.1857155193763
-13.1081081081081,14.1686858654156
-13.0630630630631,14.1515160044478
-13.018018018018,14.1342045406232
-12.972972972973,14.1167500505563
-12.9279279279279,14.0991510850444
-12.8828828828829,14.0814061704769
-12.8378378378378,14.0635138099464
-12.7927927927928,14.0454724840811
-12.7477477477477,14.0272806516239
-12.7027027027027,14.0089367497856
-12.6576576576577,13.9904391943984
-12.6126126126126,13.9717863799
-12.5675675675676,13.952976679174
-12.5225225225225,13.9340084432707
-12.4774774774775,13.9148800010324
-12.4324324324324,13.8955896586416
-12.3873873873874,13.8761356991106
-12.3423423423423,13.8565163817265
-12.2972972972973,13.836729941464
-12.2522522522523,13.8167745883759
-12.2072072072072,13.7966485069688
-12.1621621621622,13.7763498555707
-12.1171171171171,13.7558767656934
-12.0720720720721,13.735227341394
-12.027027027027,13.7143996586362
